# as_of_year	respondent_id	agency_name	agency_abbr	agency_code	loan_type_name	loan_type	property_type_name	property_type	loan_purpose_name	loan_purpose	owner_occupancy_name	owner_occupancy	loan_amount_000s	preapproval_name	preapproval	action_taken_name	action_taken	msamd_name	msamd	state_name	state_abbr	state_code	county_name	county_code	census_tract_number	applicant_ethnicity_name	applicant_ethnicity	co_applicant_ethnicity_name	co_applicant_ethnicity	applicant_race_name_1	applicant_race_1	applicant_race_name_2	applicant_race_2	applicant_race_name_3	applicant_race_3	applicant_race_name_4	applicant_race_4	applicant_race_name_5	applicant_race_5	co_applicant_race_name_1	co_applicant_race_1	co_applicant_race_name_2	co_applicant_race_2	co_applicant_race_name_3	co_applicant_race_3	co_applicant_race_name_4	co_applicant_race_4	co_applicant_race_name_5	co_applicant_race_5	applicant_sex_name	applicant_sex	co_applicant_sex_name	co_applicant_sex	applicant_income_000s	purchaser_type_name	purchaser_type	denial_reason_name_1	denial_reason_1	denial_reason_name_2	denial_reason_2	denial_reason_name_3	denial_reason_3	rate_spread	hoepa_status_name	hoepa_status	lien_status_name	lien_status	edit_status_name	edit_status	sequence_number	population	minority_population	hud_median_family_income	tract_to_msamd_income	number_of_owner_occupied_units	number_of_1_to_4_family_units	application_date_indicator	redlining_score
2017	20-3702275	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	107	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0015.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	55	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2026	45.15999984741211	50500	95.16999816894531	452	909		0.06431519309876597
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	136	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0015.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	22	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2026	45.15999984741211	50500	95.16999816894531	452	909		0.06431519309876597
2017	26-4599244	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	100	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0015.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	29	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2026	45.15999984741211	50500	95.16999816894531	452	909		0.06431519309876597
2017	46-3435079	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	156	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0015.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5		Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				2026	45.15999984741211	50500	95.16999816894531	452	909		0.06431519309876597
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	126	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0015.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	73	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				2026	45.15999984741211	50500	95.16999816894531	452	909		0.06431519309876597
2017	0000068671	National Credit Union Administration	NCUA	5	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	169	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0015.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	51	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2026	45.15999984741211	50500	95.16999816894531	452	909		0.06431519309876597
2017	26-4599244	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	119	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0015.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	29	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				2026	45.15999984741211	50500	95.16999816894531	452	909		0.06431519309876597
2017	84-1564935	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	113	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0014.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	32	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				1180	61.689998626708984	50500	53.45000076293945	195	620		0.7763507852040165
2017	23-2769131	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	88	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0012.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	57	Life insurance company, credit union, mortgage bank, or finance company	7							01.75	Not a HOEPA loan	2	Secured by a first lien	1				2109	77.05000305175781	50500	42.869998931884766	466	939		0.8511630442882714
2017	7327200005	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	136	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0012.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	40	Other type of purchaser	9							01.61	Not a HOEPA loan	2	Secured by a first lien	1				2109	77.05000305175781	50500	42.869998931884766	466	939		0.8511630442882714
2017	76-0236067	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	60	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0011.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	16	Other type of purchaser	9							01.93	Not a HOEPA loan	2	Secured by a first lien	1				2464	76.79000091552734	50500	41.84000015258789	498	1203		0.38850732962703605
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	38	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0011.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	67	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2464	76.79000091552734	50500	41.84000015258789	498	1203		0.38850732962703605
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	57	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0011.00	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Female	2	Male	1	35	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2464	76.79000091552734	50500	41.84000015258789	498	1203		0.38850732962703605
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	125	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	38	Ginnie Mae (GNMA)	2							01.63	Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	0000276579	Consumer Financial Protection Bureau	CFPB	9	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	26	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	10	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	84-1564935	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	121	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	48	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	26-4599244	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	72	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Male	1	Female	2	22	Freddie Mac (FHLMC)	3							01.64	Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	64	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	49	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	84	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	39	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	117	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	35	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	26-4599244	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	86	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	28	Other type of purchaser	9							01.56	Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	75	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	104	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	0471809999	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	98	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	46	Other type of purchaser	9							01.56	Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	26-1242154	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	98	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.05	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	23	Commercial bank, savings bank or savings association	6								Not a HOEPA loan	2	Secured by a first lien	1				2042	48.529998779296875	50500	70.20999908447266	239	542		0.0
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	110	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.05	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	27	Ginnie Mae (GNMA)	2							01.75	Not a HOEPA loan	2	Secured by a first lien	1				2042	48.529998779296875	50500	70.20999908447266	239	542		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	100	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.05	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	29	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2042	48.529998779296875	50500	70.20999908447266	239	542		0.0
2017	26-4599244	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	92	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.05	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	46	Other type of purchaser	9							02.19	Not a HOEPA loan	2	Secured by a first lien	1				2042	48.529998779296875	50500	70.20999908447266	239	542		0.0
2017	75-3170028	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	217	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5		Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	75-2921540	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	62	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	48	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	130	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	Hispanic or Latino	1	White	5									White	5									Male	1	Female	2	192	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000065082	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	84	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	45	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000068240	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	96	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	42	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000619877	Consumer Financial Protection Bureau	CFPB	9	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	243	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Male	1	Female	2	89	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home improvement	2	Owner-occupied as a principal dwelling	1	36	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	35	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	7327200005	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	195	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	70	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	7811300008	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	227	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5		Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	113	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	31	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	26-4599244	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	130	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Male	1	Female	2	67	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	22-3039688	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	125	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Male	1	Female	2	86	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	7327200005	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	126	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Female	2	Male	1	25	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	38-2750395	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	84	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	42	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	127	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	Black or African American	3									No co-applicant	8									Male	1	No co-applicant	5	24	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	80	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Male	1	Male	1	88	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000065082	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	160	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	94	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	84-1564935	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	106	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	Hispanic or Latino	1	White	5									White	5									Male	1	Female	2	56	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	86-0860478	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	185	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Female	2	Male	1	55	Loan was not originated or was not sold in calendar year covered by register	0							01.54	Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	20-8921389	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	133	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	45	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000068240	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	36	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	91	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	158	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Female	2	Male	1	67	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	62-1494087	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	135	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	23	Commercial bank, savings bank or savings association	6								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
